stop_id	stop_code	stop_name	stop_desc	stop_lat	stop_lon	zone_id	location_type	parent_station
6908	6908	Ghuznee Street at Victoria Street	GhuzneeSt at Victoria	-41.292494	174.773479	1	0	
6909	6909	Ghuznee Street at Cuba Street (opposite)	GhuzneeSt at Cuba (opp)	-41.29340013	174.7764403	1	0	
6910	6910	Taranaki Street at Courtenay Place	TaranakiSt at Courtenay	-41.29300496	174.7786987	1	0	
6911	6911	Taranaki Street at Frederick Street	TaranakiSt at Frederick	-41.29582184	174.7771032	1	0	
6913	6913	Taranaki Street (near 217)	TaranakiSt (217)	-41.29900253	174.7752786	1	0	
6914	6914	Massey University - Wallace Street	MasseyUni-WallaceSt	-41.3022585	174.7744113	1/2	0	
7907	7907	The Terrace opposite MacDonald Crescent	Terrace opp MacDonaldCres	-41.2909638	174.7708808	1	0	
7908	7908	Ghuznee Street at Willis Street	GhuzneeSt at Willis	-41.2924613	174.7730709	1	0	
7909	7909	Ghuznee Street at Cuba Street	GhuzneeSt at Cuba	-41.2935802	174.7764452	1	0	
7910	7910	Taranaki Street at Courtenay Place (near 72)	TaranakiSt at Courtenay (72)	-41.29337248	174.778231	1	0	
7911	7911	Taranaki Street at Vivian Street	TaranakiSt at Vivian	-41.29518976	174.7772055	1	0	
7912	7912	Taranaki Street at Abel Smith Street	TaranakiSt at AbelSmth	-41.29718895	174.7760654	1	0	
7913	7913	Taranaki Street (near 274)	TaranakiSt (274)	-41.29976519	174.7747802	1	0	
7914	7914	Massey University - Wallace Street (opposite)	MasseyUni-WallaceSt (opp)	-41.30190388	174.7740434	1/2	0	
9997	9997	Queens Wharf	QueensWhrf	-41.28340147	174.7791615	1	0	
9998	9998	Matiu/Somes Island Wharf	Matui/SomesIsWhrf	-41.25555681	174.8671892	4	0	
AWAR	AWAR	Awarua Street Station	AwaruaSt Stn	-41.24650334	174.7742774	3	0	
BOXH	BOXH	Box Hill Station	BoxHillStn	-41.24601334	174.7887566	3	0	
CLIF	CLIF	Clifton - Cable Car Station	Clifton-CableCarStn	-41.28451384	174.7730767	1	0	
CROF	CROF	Crofton Downs Station	CroftonDownsStn	-41.25504083	174.7664988	3	0	
JOHN	JOHN	Johnsonville Station	JohnsonvilleStn	-41.22334496	174.8047433	3	0	
KELB	KELB	Kelburn - Cable Car Station	Kelburn-CableCarStn	-41.28536474	174.7676499	1/2	0	
KHAN	KHAN	Khandallah Station	KhandallahStn	-41.24267127	174.7934371	3	1	
LAMB	LAMB	Lambton Quay - Cable Car Station	LambtonQy-CableCarStn	-41.2842116	174.7750914	1	0	
NGAI	NGAI	Ngaio Station	NgaioStn	-41.25097096	174.7718585	3	1	
NGAU	NGAU	Ngauranga Station	NgaurangaStn	-41.249038	174.813013	3	0	
RARO	RARO	Raroa Station	RaroaStn	-41.23225739	174.8017479	3	0	
SALA	SALA	Salamanca - Cable Car Station	Salamanca-CableCarStn	-41.28505357	174.769562	1	0	
SIML	SIML	Simla Crescent Station	SimlaCresStn	-41.24679734	174.7843365	3	0	
TALA	TALA	Talavera - Cable Car Station	Talavera-CableCarStn	-41.28479274	174.7712854	1	0	
WELL	WELL	Wellington Station	WgtnStn	-41.27896857	174.7805617	1	0	
